flight_id,origin,scheduled_arrival,actual_arrival,airline,status,aircraft_type,departure_delay,arrival_delay,route_distance,query_time,forecast_type,start_time,end_time,winds_symbol,winds_direction,winds_speed,winds_units,visibility,visibility_symbol,significant_weather,turbulence_layers,icing_layers,barometric_pressure,clouds_coverage,clouds_altitude,timestamp,temp_c,dewpoint_c,wind_speed_kt,wind_direction,visibility_mi,altimeter_inhg,flight_category,humidity,cloud_base,cloud_coverage
UAL2022-1746345575-airline-961p,Luis Munoz Marin Intl,2025-05-06 15:23:00+00:00,2025-05-06 15:19:00+00:00,UAL,Arrived / Gate Arrival,B38M ,-180,-60,1576,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA927-1746477034-sw-819p,Cleveland-Hopkins Intl,2025-05-06 16:24:00+00:00,2025-05-06 15:19:36+00:00,EJA,Arrived,C68A ,-1800,-3864,288,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
N959QS-1746519756-sw-526p,Lynden Pindling Int'l (Nassau),2025-05-06 15:08:00+00:00,2025-05-06 15:20:55+00:00,,Arrived,C68A ,-294,775,962,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3574-1746336905-airline-1327p,Portland Intl Jetport,2025-05-06 15:24:00+00:00,2025-05-06 15:21:30+00:00,RPA,Arrived / Gate Arrival,E170 ,240,240,493,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL2639-1746318053-fa-84p,Dallas-Fort Worth Intl,2025-05-06 15:22:00+00:00,2025-05-06 15:22:25+00:00,UAL,Arrived / Gate Arrival,A320 ,-600,-60,1171,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA541-1746475422-sw-788p,Greenbrier Valley,2025-05-06 14:31:00+00:00,2025-05-06 15:23:57+00:00,EJA,Arrived,C68A ,-1800,3177,218,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3520-1746343716-airline-473p,South Bend Intl,2025-05-06 15:30:00+00:00,2025-05-06 15:24:05+00:00,RPA,Arrived / Gate Arrival,E75L ,-300,-840,504,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
N33DY-1746529387-sw-1698p,Greenville/Spartanburg Intl,2025-05-06 14:13:00+00:00,2025-05-06 15:25:41+00:00,,Arrived,GALX ,5109,4361,468,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4332-1746336905-airline-1332p,Roanoke Rgnl,2025-05-06 15:19:00+00:00,2025-05-06 15:25:52+00:00,UCA,Arrived / Gate Arrival,E145 ,-960,-540,177,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
ASH6155-1746335806-airline-111p,Buffalo Niagara Intl,2025-05-06 15:33:00+00:00,2025-05-06 15:27:53+00:00,ASH,Arrived / Gate Arrival,E75L ,-300,-720,284,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4367-1746335806-airline-108p,Frederick Douglass/Greater Rochester Intl,2025-05-06 15:42:00+00:00,2025-05-06 15:29:40+00:00,UCA,Arrived / Gate Arrival,E145 ,-300,-900,289,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
FDY126-1746336772-airline-439p,Dubois Rgnl,2025-05-06 15:31:00+00:00,2025-05-06 15:30:39+00:00,FDY,Arrived / Gate Arrival,C208 ,-300,300,209,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
GJS4578-1746336905-airline-1322p,Philadelphia Intl,2025-05-06 15:22:00+00:00,2025-05-06 15:31:41+00:00,GJS,Arrived / Gate Arrival,CRJ7 ,-480,-840,135,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
SKW3804-1746337893-airline-55p,Detroit Metro Wayne Co,2025-05-06 15:16:00+00:00,2025-05-06 15:33:00+00:00,SKW,Arrived / Gate Arrival,E75L ,120,420,383,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL1148-1746291159-fa-135p,Bradley Intl,2025-05-06 15:43:00+00:00,2025-05-06 15:33:11+00:00,UAL,Arrived / Gate Arrival,A319 ,-480,-1200,325,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
GJS4398-1746336905-airline-1330p,Richmond Intl,2025-05-06 15:23:20+00:00,2025-05-06 15:33:27+00:00,GJS,Arrived / Gate Arrival,CRJ7 ,-480,-180,100,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4227-1746343716-airline-745p,Scranton Intl,2025-05-06 15:30:00+00:00,2025-05-06 15:34:35+00:00,UCA,Arrived / Gate Arrival,E145 ,-300,-660,189,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3543-1746335806-airline-143p,Muhammad Ali Intl,2025-05-06 15:30:00+00:00,2025-05-06 15:34:45+00:00,RPA,Arrived / Gate Arrival,E75L ,-60,-180,451,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA742-1746475218-sw-642p,LaGuardia,2025-05-06 14:46:00+00:00,2025-05-06 15:36:49+00:00,EJA,Arrived,CL35 ,-1800,3049,229,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL2029-1746287666-fa-632p,Chicago O'Hare Intl,2025-05-06 15:36:00+00:00,2025-05-06 15:37:15+00:00,UAL,Arrived / Gate Arrival,B752 ,-300,-600,588,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4283-1746339371-airline-1082p,Columbia Metro,2025-05-06 15:52:00+00:00,2025-05-06 15:38:36+00:00,UCA,Arrived / Gate Arrival,E145 ,-420,-1020,402,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3452-1746336905-airline-1351p,Cincinnati/Northern Kentucky International Airport,2025-05-06 15:35:00+00:00,2025-05-06 15:39:30+00:00,RPA,Arrived / Gate Arrival,E170 ,-360,-540,387,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
ASH6370-1746339371-airline-1147p,Detroit Metro Wayne Co,2025-05-06 15:28:00+00:00,2025-05-06 15:39:32+00:00,ASH,Arrived / Gate Arrival,E75L ,-120,60,383,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
JTL486-1746540383-sw-1068p,Baltimore/Washington Intl,2025-05-06 15:19:00+00:00,2025-05-06 15:41:39+00:00,JTL,Arrived,H25B ,1249,1359,120,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
FDY392-1746336772-airline-473p,Bradford Rgnl,2025-05-06 15:07:00+00:00,2025-05-06 15:41:46+00:00,FDY,Arrived / Gate Arrival,C208 ,-300,1620,213,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA750-1746473450-sw-1031p,Clinton National,2025-05-06 15:36:00+00:00,2025-05-06 15:43:04+00:00,EJA,Arrived,CL35 ,-1800,424,867,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3709-1746335491-airline-567p,Indianapolis Intl,2025-05-06 15:32:00+00:00,2025-05-06 15:43:27+00:00,RPA,Arrived / Gate Arrival,E75L ,180,-360,475,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3716-1746336905-airline-1353p,Newark Liberty Intl,2025-05-06 15:34:00+00:00,2025-05-06 15:45:10+00:00,RPA,Arrived / Gate Arrival,E75L ,540,-300,212,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4958-1746337338-airline-1963p,Greenville/Spartanburg Intl,2025-05-06 15:52:00+00:00,2025-05-06 15:46:50+00:00,UCA,Arrived / Gate Arrival,E145 ,-360,-600,384,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4920-1746335491-airline-527p,James M Cox Dayton Intl,2025-05-06 15:49:00+00:00,2025-05-06 15:48:34+00:00,UCA,Arrived / Gate Arrival,E145 ,-120,-60,367,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4889-1746335806-airline-31p,Albany Intl,2025-05-06 14:41:00+00:00,2025-05-06 15:50:15+00:00,UCA,Arrived / Delayed,E145 ,3840,2700,325,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL493-1746341985-airline-1784p,Cleveland-Hopkins Intl,2025-05-06 15:47:00+00:00,2025-05-06 15:52:19+00:00,UAL,Arrived / Gate Arrival,B39M ,-180,0,288,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
ASH6106-1746337275-airline-1297p,Rhode Island T. F. Green International Airport,2025-05-06 15:32:00+00:00,2025-05-06 15:54:15+00:00,ASH,Arrived / Gate Arrival,E75L ,600,0,371,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
WUP918-1746490776-sw-544p,New Bedford Rgnl,2025-05-06 14:57:00+00:00,2025-05-06 15:54:43+00:00,WUP,Arrived,C750 ,4037,3463,391,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
FSR511-1746540548-sw-1237p,Indianapolis Intl,2025-05-06 15:38:00+00:00,2025-05-06 15:56:25+00:00,FSR,Arrived,LJ45 ,940,1105,475,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
VOS4326-1746338014-airline-367p,El Salvador Int'l,2025-05-06 16:07:00+00:00,2025-05-06 15:56:32+00:00,VOS,Arrived / Gate Arrival,A20N ,-1067,-871,1977,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL1347-1746343594-airline-190p,San Antonio Intl,2025-05-06 15:39:00+00:00,2025-05-06 15:59:00+00:00,UAL,Arrived / Gate Arrival,B739 ,1560,540,1362,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
ASH6093-1746336905-airline-1390p,LaGuardia,2025-05-06 15:33:00+00:00,2025-05-06 15:59:15+00:00,ASH,Arrived / Gate Arrival,E75L ,1620,600,229,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
ASH6094-1746335491-airline-518p,Savannah/Hilton Head Intl,2025-05-06 14:44:00+00:00,2025-05-06 16:03:01+00:00,ASH,Arrived / Delayed,E75L ,3960,3600,516,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4236-1746342435-airline-477p,Piedmont Triad Intl,2025-05-06 15:41:00+00:00,2025-05-06 16:05:08+00:00,UCA,Arrived / Gate Arrival,E145 ,1620,1500,239,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
AIC103-1746457920-eb-958p,Vienna Int'l (Schwechat),2025-05-06 16:02:24+00:00,2025-05-06 16:05:17+00:00,AIC,Arrived,B788 ,-8,173,4545,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL2228-1746345575-airline-1230p,Charlotte/Douglas Intl,2025-05-06 15:37:00+00:00,2025-05-06 16:06:00+00:00,UAL,Arrived / Gate Arrival,B737 ,1260,1440,322,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
SKW5041-1746341985-airline-1853p,Johnstown-Cambria Co,2025-05-06 10:57:00+00:00,2025-05-06 16:08:08+00:00,SKW,Arrived / Delayed,CRJ2 ,18780,18060,120,2025-05-05 18:38:07+00:00,from,2025-05-06 08:00:00+00:00,,00000KT,0,0.0,KT,5,5SM,mist,,,,broken,300.0,,,,,,,,,,,
MXY8633-1746541960-sw-1157p,Ogdensburg Intl,2025-05-06 15:55:00+00:00,2025-05-06 16:19:35+00:00,MXY,Arrived,BCS3 ,899,1475,410,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4955-1746341985-airline-1806p,Greenville/Spartanburg Intl,2025-05-06 11:30:00+00:00,2025-05-06 16:24:11+00:00,UCA,Arrived / Delayed,E145 ,18060,17940,384,2025-05-05 18:38:07+00:00,from,2025-05-06 08:00:00+00:00,,00000KT,0,0.0,KT,5,5SM,mist,,,,broken,300.0,,,,,,,,,,,
RPA3636-1746336905-airline-1374p,Toronto Pearson Int'l,2025-05-06 15:17:00+00:00,2025-05-06 16:26:06+00:00,RPA,Arrived / Delayed,E75L ,3300,3180,346,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
GJS4459-1746337338-airline-1942p,Ottawa Macdonald-Cartier Int'l,2025-05-06 15:23:00+00:00,2025-05-06 16:29:11+00:00,GJS,Arrived / Delayed,CRJ7 ,4320,4080,450,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA591-1746493515-sw-376p,Philadelphia Intl,2025-05-06 17:24:00+00:00,2025-05-06 16:29:47+00:00,EJA,Arrived,C68A ,-5400,-3253,135,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
RPA3417-1746345606-airline-1059p,Patrick Leahy Burlington Intl,2025-05-06 15:16:00+00:00,2025-05-06 16:35:42+00:00,RPA,Arrived / Delayed,E75L ,4080,3840,442,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4325-1746335491-airline-577p,McGhee Tyson,2025-05-06 15:28:00+00:00,2025-05-06 16:39:10+00:00,UCA,Arrived / Delayed,E145 ,4800,4320,419,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
RPA3495-1746337338-airline-1924p,Montreal-Trudeau,2025-05-06 16:29:00+00:00,2025-05-06 16:44:19+00:00,RPA,Arrived / Gate Arrival,E75L ,-480,-1260,489,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL1726-1746340575-fa-797p,John Glenn Columbus Intl Airport,2025-05-06 15:40:00+00:00,2025-05-06 16:47:25+00:00,UAL,Arrived / Delayed,A319 ,2100,3900,299,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
DAL1400-1746331666-fa-1005p,Hartsfield-Jackson Intl,2025-05-06 16:39:00+00:00,2025-05-06 16:49:00+00:00,DAL,Arrived / Gate Arrival,A319 ,-180,-240,534,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
JIA5543-1746334695-airline-2050p,Charlotte/Douglas Intl,2025-05-06 16:46:00+00:00,2025-05-06 16:53:51+00:00,JIA,Arrived / Gate Arrival,CRJ9 ,-180,-1260,322,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
N878K-1746524870-sw-584p,Clinton National,2025-05-06 16:38:00+00:00,2025-05-06 16:56:00+00:00,,Arrived,BE9L ,192,1080,867,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
N818AG-1746531170-sw-1394p,Bradley Intl,2025-05-06 14:44:00+00:00,2025-05-06 16:57:40+00:00,,Arrived,B350 ,7347,8020,325,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
VJA557-1746527433-sw-462p,Portsmouth Intl At Pease,2025-05-06 15:55:00+00:00,2025-05-06 17:03:33+00:00,VJA,Arrived,CL30 ,4164,4113,449,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UCA4281-1746343716-airline-802p,Charlottesville-Albemarle,2025-05-06 15:28:20+00:00,2025-05-06 17:05:23+00:00,UCA,Arrived / Delayed,E145 ,5880,6120,77,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJA544-1746478847-sw-930p,Kissimmee Gateway,2025-05-06 17:00:00+00:00,2025-05-06 17:06:53+00:00,EJA,Arrived,C68A ,-1800,413,840,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
SKW3990-1746336997-airline-834p,John F Kennedy Intl,2025-05-06 16:29:00+00:00,2025-05-06 17:08:00+00:00,SKW,Arrived / Gate Arrival,E75L ,-120,720,228,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
EJM258-1746460049-sw-1548p,Daytona Beach Intl,2025-05-06 16:43:00+00:00,2025-05-06 17:10:59+00:00,EJM,Arrived,CL60 ,-900,1679,785,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
BEL515-1746341571-airline-1322p,Brussels,2025-05-06 17:23:00+00:00,2025-05-06 17:16:29+00:00,BEL,Arrived / Gate Arrival,A333 ,240,-180,3998,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
XEN62-1746445220-dlad-2070p,Palm Beach Intl,2025-05-06 17:02:00+00:00,2025-05-06 17:19:35+00:00,XEN,Arrived,F2TH ,0,1055,862,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL711-1746335735-fa-38p,Dublin Int'l,2025-05-06 15:05:00+00:00,2025-05-06 17:22:16+00:00,UAL,Arrived / Delayed,B752 ,6960,5940,3399,2025-05-05 18:38:07+00:00,from,2025-05-06 14:00:00+00:00,,20004KT,200,4.0,KT,unlimited,P6SM,,,,,broken,1000.0,,,,,,,,,,,
UAL1970-1746305976-fa-268p,Salt Lake City Intl,2025-05-06 17:52:00+00:00,2025-05-06 17:42:55+00:00,UAL,Arrived / Gate Arrival,B739 ,0,300,1825,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL947-1746342711-airline-1214p,Amsterdam Schiphol,2025-05-06 17:47:00+00:00,2025-05-06 17:45:32+00:00,UAL,Arrived / Gate Arrival,B763 ,-600,-120,3861,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL261-1746345606-airline-821p,Adolfo Suárez Madrid-Barajas,2025-05-06 17:40:00+00:00,2025-05-06 17:47:00+00:00,UAL,Arrived / Gate Arrival,B764 ,-60,-180,3810,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
JZA8618-1746337460-airline-341p,Toronto Pearson Int'l,2025-05-06 17:25:00+00:00,2025-05-06 17:48:13+00:00,JZA,Arrived / Gate Arrival,E75S ,-300,900,346,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
AVA246-1746338395-airline-1177p,El Dorado Int'l,2025-05-06 17:41:00+00:00,2025-05-06 17:50:04+00:00,AVA,Arrived / Gate Arrival,A320 ,-60,-120,2435,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
SWA2687-1746346572-airline-262p,Denver Intl,2025-05-06 17:51:00+00:00,2025-05-06 17:51:37+00:00,SWA,Arrived / Gate Arrival,B738 ,-240,-300,1450,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
RPA3428-1746335806-airline-47p,John Glenn Columbus Intl Airport,2025-05-06 18:01:00+00:00,2025-05-06 17:53:34+00:00,RPA,Arrived / Gate Arrival,E75L ,0,-420,299,2025-05-06 18:38:07+00:00,tempo,2025-05-06 18:00:00+00:00,2025-05-06 21:00:00+00:00,,,,,3,3SM,light thunderstorms_and_rain,,,,broken,2500.0,,,,,,,,,,,
GJS4431-1746335806-airline-62p,Norfolk Intl,2025-05-06 17:46:00+00:00,2025-05-06 17:54:37+00:00,GJS,Arrived / Gate Arrival,CRJ7 ,-120,-900,158,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
MXY828-1746338014-airline-320p,Provo Muni,2025-05-06 17:56:00+00:00,2025-05-06 17:55:55+00:00,MXY,Arrived / Gate Arrival,BCS3 ,-900,-480,1817,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
GJS4400-1746335806-airline-86p,Richmond Intl,2025-05-06 17:59:20+00:00,2025-05-06 17:57:16+00:00,GJS,Arrived / Gate Arrival,CRJ7 ,-600,-780,100,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL783-1746343989-airline-1612p,Austin-Bergstrom Intl,2025-05-06 18:13:00+00:00,2025-05-06 17:58:59+00:00,UAL,Arrived / Gate Arrival,A319 ,-240,-840,1296,2025-05-06 18:38:07+00:00,tempo,2025-05-06 18:00:00+00:00,2025-05-06 21:00:00+00:00,,,,,3,3SM,light thunderstorms_and_rain,,,,broken,2500.0,,,,,,,,,,,
UAL466-1746341985-airline-1545p,Chicago O'Hare Intl,2025-05-06 17:58:00+00:00,2025-05-06 17:59:00+00:00,UAL,Arrived / Gate Arrival,B739 ,-60,60,588,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL411-1746343716-airline-699p,Boston Logan Intl,2025-05-06 17:39:00+00:00,2025-05-06 18:00:00+00:00,UAL,Arrived / Gate Arrival,B739 ,-180,1620,413,2025-05-05 18:38:07+00:00,from,2025-05-06 17:00:00+00:00,,20007KT,200,7.0,KT,unlimited,P6SM,,,,,few,6000.0,,,,,,,,,,,
UAL2081-1746326199-fa-631p,Los Angeles Intl,2025-05-06 18:03:00+00:00,2025-05-06 18:05:06+00:00,UAL,Arrived / Gate Arrival,B39M ,-240,-240,2285,2025-05-06 18:38:07+00:00,tempo,2025-05-06 18:00:00+00:00,2025-05-06 21:00:00+00:00,,,,,3,3SM,light thunderstorms_and_rain,,,,broken,2500.0,,,,,,,,,,,
